from_place,Destination,Travel_Mode,Accommodation_Type,Food_Preference,Activity,Purpose,Travel_Duration_Days,Season,Month,Group_Size,Distance_in_km,Specific_Interests,Discounts_Offers,Destination_Popularity,Cost_Transportation,Cost_Accommodation,Cost_Food,Cost_Activities,Age_Group,Income_Level,Budget
Delhi,Jaipur,Car,Homestay,Vegetarian,Cultural Events,Pilgrimage,9,Summer,January,3,1744,Adventure Sports,Airline Miles,Medium,13274,7873,3700,3695,Senior,High,12618
Bangalore,Kerala,Train,Hostel,Non-Vegetarian,Trekking,Work,3,Winter,January,2,2065,Adventure Sports,Travel Discounts,High,13396,4031,1928,4296,Youth,Middle,23623
Kolkata,Varanasi,Train,Resort,Budget Meals,Shopping,Leisure,4,Summer,October,6,2593,Historical Sites,None,Medium,6260,16541,2688,615,Senior,High,16713
Delhi,Shimla,Flight,Resort,Local Cuisine,Relaxation,Leisure,4,Summer,September,2,854,Shopping,Travel Discounts,High,2434,8817,4995,727,Senior,Low,19801
Delhi,Delhi,Train,Hostel,Non-Vegetarian,Cultural Events,Adventure,14,Autumn,February,3,2996,Religious Sites,Hotel Membership,High,11971,11471,4890,2264,Senior,Low,18023
Bangalore,Kerala,Flight,Resort,Local Cuisine,Trekking,Work,5,Autumn,December,5,2423,Shopping,None,Low,10816,17969,1114,617,Adult,Low,20463
Delhi,Delhi,Train,Hostel,Budget Meals,Shopping,Adventure,11,Winter,October,3,1145,Wildlife,Hotel Membership,Medium,5065,16917,2888,2771,Adult,High,20532
Mumbai,Mumbai,Flight,Resort,Local Cuisine,Relaxation,Pilgrimage,10,Summer,April,5,584,Historical Sites,None,High,1173,10573,2466,7784,Senior,High,37729
Delhi,Rajasthan,Train,Homestay,Vegetarian,Sightseeing,Work,7,Winter,June,5,2863,Historical Sites,Hotel Membership,High,9981,16353,4334,7576,Senior,High,14459
Bangalore,Bangalore,Car,Hotel,Budget Meals,Cultural Events,Adventure,14,Autumn,March,6,131,Wildlife,None,Low,6056,3076,884,976,Senior,High,17253
Delhi,Rajasthan,Bus,Hostel,Non-Vegetarian,Sightseeing,Adventure,8,Autumn,July,5,709,Adventure Sports,Travel Discounts,Medium,5494,14726,697,6617,Youth,High,11336
Mumbai,Mumbai,Bus,Hotel,Budget Meals,Sightseeing,Pilgrimage,5,Autumn,April,1,2195,Adventure Sports,Airline Miles,Low,5166,10684,1447,4316,Youth,High,8256
Delhi,Delhi,Bus,Hotel,Non-Vegetarian,Sightseeing,Leisure,6,Autumn,January,1,631,Adventure Sports,None,High,8675,11164,1177,6562,Adult,Low,36478
Delhi,Jaipur,Train,Hostel,Budget Meals,Sightseeing,Pilgrimage,4,Monsoon,April,3,1195,Wildlife,Hotel Membership,Low,5691,14786,2917,4311,Youth,Low,29939
Mumbai,Goa,Bus,Hotel,Non-Vegetarian,Sightseeing,Pilgrimage,11,Winter,June,6,2153,Adventure Sports,Hotel Membership,Low,1547,10043,1016,9829,Senior,Middle,10330
Delhi,Delhi,Car,Hostel,Non-Vegetarian,Trekking,Leisure,5,Autumn,December,3,1427,Shopping,None,High,9912,10735,4562,9946,Senior,Low,45298
Kolkata,Varanasi,Bus,Hotel,Non-Vegetarian,Trekking,Pilgrimage,9,Summer,November,3,2483,Religious Sites,Hotel Membership,Low,8428,17595,2349,4998,Youth,Low,26318
Kolkata,Varanasi,Car,Hotel,Budget Meals,Sightseeing,Leisure,14,Summer,February,4,1039,Beaches,Airline Miles,High,14922,16210,3125,3810,Youth,Middle,7043
Delhi,Shimla,Train,Resort,Vegetarian,Trekking,Work,7,Winter,January,2,1331,Shopping,Hotel Membership,Low,1739,7063,1690,9685,Adult,High,6508
Mumbai,Mumbai,Flight,Resort,Local Cuisine,Cultural Events,Pilgrimage,5,Winter,November,5,2809,Religious Sites,Airline Miles,Low,9364,10730,1095,6851,Senior,Low,20002
Mumbai,Mumbai,Bus,Resort,Budget Meals,Relaxation,Work,10,Autumn,October,6,864,Adventure Sports,None,Medium,12732,7184,2392,681,Adult,Low,47112
Mumbai,Mumbai,Bus,Hotel,Local Cuisine,Relaxation,Work,14,Autumn,May,3,953,Beaches,Airline Miles,High,4724,1659,914,9428,Youth,High,30503
Mumbai,Goa,Train,Hotel,Vegetarian,Sightseeing,Pilgrimage,3,Monsoon,October,4,2251,Historical Sites,Hotel Membership,High,6465,7988,2967,4772,Senior,Middle,37215
Delhi,Shimla,Bus,Hotel,Non-Vegetarian,Trekking,Work,11,Winter,July,1,1004,Wildlife,Airline Miles,High,6039,13479,2328,6212,Adult,Middle,46629
Delhi,Rajasthan,Bus,Resort,Budget Meals,Trekking,Adventure,5,Summer,April,5,963,Religious Sites,Airline Miles,Medium,12376,10584,732,3121,Adult,Middle,8445
Delhi,Shimla,Bus,Hostel,Local Cuisine,Shopping,Leisure,5,Summer,February,1,2129,Shopping,Hotel Membership,Low,9457,18103,1940,8261,Youth,Middle,20442
Mumbai,Mumbai,Flight,Homestay,Local Cuisine,Cultural Events,Leisure,11,Summer,March,3,206,Historical Sites,Airline Miles,Medium,5270,15346,2049,4550,Adult,Low,47031
Delhi,Rajasthan,Bus,Homestay,Local Cuisine,Cultural Events,Work,7,Winter,May,1,2698,Religious Sites,Travel Discounts,Low,3212,5719,2044,7525,Adult,Middle,46311
Delhi,Rajasthan,Bus,Hotel,Local Cuisine,Sightseeing,Leisure,11,Monsoon,June,6,1903,Religious Sites,Travel Discounts,High,4717,16566,2388,7307,Adult,Low,16829
Delhi,Shimla,Train,Resort,Vegetarian,Trekking,Leisure,7,Winter,August,1,2707,Wildlife,Travel Discounts,High,4927,3170,907,3401,Adult,Middle,30830
Delhi,Shimla,Car,Homestay,Budget Meals,Shopping,Pilgrimage,12,Autumn,August,2,1384,Religious Sites,Airline Miles,Low,8472,10153,530,3970,Senior,High,18112
Delhi,Delhi,Bus,Resort,Local Cuisine,Cultural Events,Work,8,Monsoon,July,2,480,Beaches,Travel Discounts,Low,9824,6177,3854,8325,Youth,Low,19351
Delhi,Delhi,Car,Hotel,Vegetarian,Cultural Events,Adventure,10,Summer,February,6,2683,Adventure Sports,Hotel Membership,Medium,13075,6842,697,5088,Adult,Low,19338
Delhi,Delhi,Car,Resort,Budget Meals,Relaxation,Leisure,14,Autumn,July,2,1169,Shopping,None,Low,9694,6665,2202,4041,Senior,High,33520
Delhi,Jaipur,Flight,Resort,Budget Meals,Trekking,Pilgrimage,9,Summer,February,1,2112,Shopping,Travel Discounts,Medium,13121,4838,892,6287,Senior,High,19483
Bangalore,Bangalore,Car,Hostel,Local Cuisine,Shopping,Adventure,11,Winter,October,3,1886,Shopping,Travel Discounts,High,7356,14486,1763,1164,Senior,Middle,27490
Bangalore,Bangalore,Train,Resort,Budget Meals,Trekking,Adventure,14,Autumn,April,5,1586,Adventure Sports,None,Medium,6918,13051,591,4707,Youth,High,37107
Delhi,Jaipur,Bus,Hotel,Non-Vegetarian,Relaxation,Work,15,Winter,February,1,1931,Wildlife,None,Medium,14967,17466,4899,7086,Youth,High,37801
Delhi,Rajasthan,Bus,Resort,Vegetarian,Cultural Events,Adventure,7,Winter,March,5,157,Beaches,Travel Discounts,Low,7770,11674,1257,8249,Senior,Middle,7630
Delhi,Jaipur,Car,Resort,Budget Meals,Trekking,Adventure,8,Monsoon,April,5,2220,Wildlife,None,Low,12663,4879,2033,6977,Senior,Low,37628
Kolkata,Varanasi,Car,Homestay,Local Cuisine,Cultural Events,Adventure,7,Summer,June,5,2314,Shopping,Hotel Membership,High,1787,5371,4049,4888,Adult,High,15976
Delhi,Shimla,Train,Resort,Budget Meals,Relaxation,Pilgrimage,10,Winter,December,4,1728,Beaches,None,Medium,10323,16434,4349,7081,Adult,High,12259
Mumbai,Goa,Flight,Hostel,Non-Vegetarian,Sightseeing,Leisure,13,Autumn,May,2,939,Beaches,None,Medium,2661,6413,2629,6008,Senior,High,21381
Kolkata,Kolkata,Train,Hotel,Non-Vegetarian,Sightseeing,Work,8,Winter,October,3,483,Wildlife,Airline Miles,Low,6130,4196,4142,6881,Adult,Middle,21896
Bangalore,Bangalore,Train,Resort,Local Cuisine,Relaxation,Pilgrimage,3,Summer,July,2,2144,Shopping,None,Low,4219,1328,3820,2157,Adult,Low,44284
Delhi,Rajasthan,Bus,Homestay,Budget Meals,Sightseeing,Leisure,9,Winter,September,5,576,Historical Sites,Travel Discounts,Low,2712,8325,3958,4659,Adult,High,44170
Bangalore,Bangalore,Flight,Resort,Budget Meals,Relaxation,Pilgrimage,11,Winter,March,6,1936,Adventure Sports,Hotel Membership,Low,13462,9247,1978,9961,Adult,High,6683
Mumbai,Goa,Train,Resort,Budget Meals,Trekking,Work,11,Monsoon,February,3,2784,Shopping,Hotel Membership,High,14474,9651,1592,3862,Youth,Low,5210
Mumbai,Goa,Car,Homestay,Budget Meals,Trekking,Work,6,Autumn,September,1,2571,Beaches,Hotel Membership,Medium,6158,16936,2297,3268,Senior,Middle,22009
Bangalore,Kerala,Bus,Hotel,Local Cuisine,Cultural Events,Leisure,10,Summer,May,2,662,Wildlife,None,Medium,1794,8485,3182,3847,Senior,Low,17444
Mumbai,Goa,Bus,Resort,Local Cuisine,Sightseeing,Adventure,5,Monsoon,January,4,2364,Adventure Sports,Airline Miles,Low,1091,4368,3120,1398,Senior,High,37071
Bangalore,Bangalore,Train,Hostel,Non-Vegetarian,Sightseeing,Work,5,Summer,August,1,1086,Beaches,Airline Miles,Medium,4176,2142,3860,2785,Senior,Middle,9950
Delhi,Delhi,Bus,Homestay,Vegetarian,Trekking,Pilgrimage,4,Summer,September,6,1425,Religious Sites,None,High,8747,17813,3982,3714,Senior,High,45290
Mumbai,Mumbai,Car,Resort,Local Cuisine,Cultural Events,Leisure,5,Autumn,October,3,1352,Historical Sites,Travel Discounts,Medium,7264,13800,4366,9569,Senior,Middle,39727
Bangalore,Bangalore,Car,Hotel,Non-Vegetarian,Shopping,Leisure,4,Summer,November,5,2854,Adventure Sports,Airline Miles,Medium,11158,14119,3117,6360,Adult,Middle,13547
Mumbai,Goa,Bus,Homestay,Local Cuisine,Relaxation,Pilgrimage,12,Winter,July,5,256,Wildlife,Hotel Membership,High,7481,2270,1696,6859,Senior,Low,38702
Bangalore,Bangalore,Bus,Homestay,Vegetarian,Shopping,Work,4,Winter,March,1,2085,Beaches,None,Low,4611,7775,2161,6846,Adult,Middle,42072
Mumbai,Goa,Bus,Hostel,Budget Meals,Relaxation,Work,8,Monsoon,February,6,640,Beaches,Airline Miles,Medium,9520,19369,4671,4760,Senior,High,20340
Mumbai,Goa,Bus,Hotel,Budget Meals,Trekking,Adventure,7,Winter,March,6,509,Adventure Sports,None,Low,5893,14357,1099,799,Senior,High,16621
Bangalore,Kerala,Car,Hotel,Vegetarian,Cultural Events,Leisure,6,Autumn,April,1,2588,Shopping,Airline Miles,High,1934,11081,825,4486,Senior,Low,36590
Mumbai,Mumbai,Flight,Homestay,Local Cuisine,Sightseeing,Leisure,5,Monsoon,July,6,2671,Beaches,Hotel Membership,High,3562,1518,2558,4412,Youth,Low,9936
Delhi,Jaipur,Car,Resort,Budget Meals,Cultural Events,Adventure,8,Autumn,October,5,2796,Beaches,None,Low,14747,12621,2061,1899,Senior,High,30126
Bangalore,Bangalore,Flight,Resort,Vegetarian,Sightseeing,Pilgrimage,9,Autumn,January,6,2939,Shopping,Travel Discounts,High,2460,10988,3679,5090,Youth,Middle,12407
Mumbai,Goa,Train,Hostel,Non-Vegetarian,Shopping,Work,12,Autumn,November,6,1299,Beaches,Hotel Membership,Low,12720,6396,1857,1921,Youth,Low,31929
Delhi,Rajasthan,Bus,Hotel,Budget Meals,Sightseeing,Adventure,13,Monsoon,July,1,1514,Religious Sites,Travel Discounts,Medium,11916,18165,1875,6764,Youth,Middle,45261
Bangalore,Bangalore,Flight,Hostel,Local Cuisine,Trekking,Leisure,5,Winter,March,3,1655,Wildlife,None,Low,5867,2910,2935,2910,Adult,Low,27214
Mumbai,Mumbai,Train,Resort,Local Cuisine,Cultural Events,Work,9,Winter,May,4,1266,Shopping,Travel Discounts,Medium,12297,1334,3424,4070,Youth,Low,9609
Bangalore,Bangalore,Car,Hostel,Budget Meals,Shopping,Adventure,9,Summer,August,4,2022,Shopping,Hotel Membership,High,3886,18655,4526,7253,Youth,Low,29892
Delhi,Jaipur,Train,Resort,Vegetarian,Trekking,Pilgrimage,14,Autumn,August,5,2373,Wildlife,Airline Miles,Medium,7581,3957,587,5321,Youth,High,43222
Kolkata,Kolkata,Car,Hostel,Non-Vegetarian,Shopping,Adventure,11,Winter,January,4,704,Historical Sites,Travel Discounts,High,3987,1839,3254,4806,Youth,Middle,22440
Delhi,Rajasthan,Flight,Resort,Budget Meals,Shopping,Adventure,15,Winter,July,5,1587,Shopping,Airline Miles,High,7554,13162,2499,9671,Youth,Low,36684
Kolkata,Varanasi,Bus,Resort,Non-Vegetarian,Trekking,Pilgrimage,7,Winter,March,5,128,Wildlife,Hotel Membership,Medium,14385,2573,3281,1140,Youth,Middle,19801
Delhi,Shimla,Flight,Hotel,Budget Meals,Cultural Events,Adventure,3,Winter,October,3,2379,Beaches,Airline Miles,Medium,14542,17027,959,3261,Youth,Low,29471
Kolkata,Kolkata,Car,Resort,Vegetarian,Trekking,Work,11,Autumn,June,4,2741,Wildlife,Travel Discounts,Low,13796,3259,3088,4453,Senior,Low,11141
Delhi,Delhi,Car,Resort,Local Cuisine,Shopping,Work,7,Monsoon,April,1,1003,Religious Sites,Travel Discounts,High,2784,11783,3368,7036,Senior,High,35561
Bangalore,Kerala,Car,Hotel,Budget Meals,Shopping,Leisure,8,Autumn,July,4,162,Wildlife,Travel Discounts,High,8413,10580,4933,966,Youth,Middle,33752
Bangalore,Bangalore,Car,Hostel,Budget Meals,Trekking,Leisure,4,Autumn,October,5,1298,Beaches,Travel Discounts,Low,10535,18894,4887,4864,Youth,High,43496
Kolkata,Kolkata,Bus,Homestay,Non-Vegetarian,Relaxation,Leisure,13,Monsoon,February,3,1581,Adventure Sports,Hotel Membership,Medium,12748,15810,4340,2646,Senior,Low,30674
Delhi,Shimla,Car,Hotel,Non-Vegetarian,Sightseeing,Work,15,Summer,August,4,933,Shopping,Airline Miles,Medium,7443,18151,4299,6781,Adult,High,46098
Kolkata,Kolkata,Bus,Resort,Vegetarian,Relaxation,Leisure,13,Summer,May,1,2429,Shopping,None,Medium,6178,14735,2287,5139,Adult,Low,36611
Kolkata,Kolkata,Flight,Hostel,Vegetarian,Sightseeing,Leisure,9,Autumn,October,4,2017,Wildlife,Airline Miles,High,9063,7535,1033,9748,Adult,High,16966
Delhi,Rajasthan,Bus,Hostel,Budget Meals,Relaxation,Leisure,15,Winter,July,4,2328,Religious Sites,None,Medium,12867,16357,621,1694,Youth,High,13278
Delhi,Jaipur,Train,Homestay,Local Cuisine,Shopping,Leisure,15,Autumn,January,4,2859,Historical Sites,Hotel Membership,Low,6433,7560,910,1017,Adult,Middle,30025
Delhi,Shimla,Car,Resort,Local Cuisine,Relaxation,Work,5,Winter,January,4,1469,Adventure Sports,Airline Miles,High,2359,17633,520,3955,Adult,Low,14929
Mumbai,Goa,Car,Resort,Non-Vegetarian,Sightseeing,Adventure,3,Autumn,July,5,1985,Religious Sites,None,Medium,2780,5811,2426,1167,Adult,Middle,23388
Delhi,Shimla,Train,Resort,Local Cuisine,Relaxation,Leisure,14,Winter,July,6,1750,Beaches,Airline Miles,High,9899,13325,1015,951,Youth,Low,49194
Delhi,Delhi,Flight,Homestay,Vegetarian,Relaxation,Adventure,6,Monsoon,August,5,845,Shopping,Hotel Membership,Medium,5947,1507,4337,9780,Senior,Middle,44471
Delhi,Delhi,Bus,Homestay,Local Cuisine,Sightseeing,Adventure,8,Autumn,February,5,1681,Beaches,Hotel Membership,High,12070,16836,3650,1845,Youth,Low,29682
Delhi,Rajasthan,Flight,Resort,Local Cuisine,Relaxation,Leisure,11,Autumn,November,4,2829,Shopping,Airline Miles,High,10874,1607,2716,6097,Senior,High,35116
Bangalore,Kerala,Car,Resort,Non-Vegetarian,Relaxation,Leisure,12,Monsoon,March,1,408,Adventure Sports,None,Medium,7448,12504,3867,8549,Youth,Low,20930
Mumbai,Mumbai,Flight,Hostel,Budget Meals,Shopping,Leisure,14,Monsoon,February,1,442,Beaches,Hotel Membership,Medium,1448,14106,4039,1904,Adult,High,21277
Delhi,Rajasthan,Train,Hostel,Vegetarian,Relaxation,Adventure,9,Autumn,February,5,820,Adventure Sports,Airline Miles,High,12605,16815,1896,5076,Adult,Middle,49254
Mumbai,Goa,Bus,Hotel,Non-Vegetarian,Sightseeing,Leisure,11,Autumn,September,1,2205,Beaches,Travel Discounts,High,5344,6078,987,6365,Adult,Low,32126
Delhi,Delhi,Car,Homestay,Local Cuisine,Relaxation,Work,8,Autumn,December,2,2013,Shopping,None,Medium,3349,3815,2367,8366,Youth,Low,36337
Kolkata,Kolkata,Flight,Resort,Budget Meals,Sightseeing,Adventure,14,Autumn,January,2,643,Historical Sites,None,High,1217,19009,2191,3557,Youth,High,36132
Bangalore,Kerala,Bus,Hostel,Vegetarian,Relaxation,Work,11,Monsoon,April,1,2824,Beaches,Airline Miles,Medium,3337,19606,4931,9011,Adult,Low,21725
Delhi,Jaipur,Car,Resort,Vegetarian,Trekking,Leisure,7,Autumn,November,4,2115,Historical Sites,Travel Discounts,High,12764,16092,4241,1064,Senior,Middle,14221
Delhi,Jaipur,Bus,Hostel,Local Cuisine,Trekking,Leisure,6,Monsoon,February,2,551,Adventure Sports,Hotel Membership,Medium,3792,8304,2180,4763,Adult,Low,39306
Delhi,Rajasthan,Bus,Homestay,Local Cuisine,Sightseeing,Leisure,11,Summer,November,1,1867,Wildlife,Airline Miles,Medium,10860,15200,2854,7002,Senior,Low,39405
Delhi,Jaipur,Car,Hostel,Local Cuisine,Shopping,Adventure,10,Summer,September,5,534,Wildlife,Hotel Membership,Low,2305,4669,594,2439,Adult,Low,37664
Bangalore,Kerala,Car,Homestay,Local Cuisine,Cultural Events,Work,4,Winter,December,3,2826,Adventure Sports,Travel Discounts,Low,5438,10114,3295,2400,Senior,High,32461
Kolkata,Kolkata,Bus,Hostel,Non-Vegetarian,Sightseeing,Adventure,14,Winter,February,4,2725,Beaches,Travel Discounts,Low,4571,3041,3635,5356,Adult,Low,32903
Bangalore,Bangalore,Flight,Resort,Local Cuisine,Trekking,Pilgrimage,11,Summer,March,6,1169,Shopping,Airline Miles,High,12723,14384,3553,4897,Youth,Low,47855
Delhi,Delhi,Train,Homestay,Budget Meals,Relaxation,Work,8,Autumn,October,4,2309,Religious Sites,Airline Miles,Medium,2978,17450,4700,9491,Senior,Middle,28328
Delhi,Rajasthan,Car,Hotel,Budget Meals,Relaxation,Adventure,8,Monsoon,June,6,942,Historical Sites,Travel Discounts,Low,7077,9728,3008,507,Adult,Middle,32279
Delhi,Jaipur,Bus,Hostel,Local Cuisine,Trekking,Work,11,Summer,January,6,2316,Historical Sites,Airline Miles,Low,12909,7196,639,3193,Youth,High,17374
Mumbai,Goa,Bus,Resort,Local Cuisine,Cultural Events,Work,13,Autumn,November,1,1721,Wildlife,Airline Miles,Medium,12095,9870,985,7268,Senior,Middle,18300
Delhi,Jaipur,Flight,Homestay,Vegetarian,Relaxation,Pilgrimage,3,Autumn,August,2,1500,Historical Sites,Hotel Membership,Medium,4665,6981,1851,9124,Adult,Middle,24418
Kolkata,Kolkata,Train,Hostel,Budget Meals,Cultural Events,Leisure,5,Summer,December,1,2089,Historical Sites,Airline Miles,Low,6284,3431,666,3040,Adult,Low,19618
Bangalore,Bangalore,Flight,Homestay,Vegetarian,Shopping,Adventure,13,Winter,December,3,1594,Beaches,Travel Discounts,Low,6517,9713,2117,4777,Senior,Middle,42676
Mumbai,Mumbai,Bus,Hostel,Local Cuisine,Shopping,Adventure,6,Summer,April,1,221,Adventure Sports,Airline Miles,Medium,11685,6786,3498,4554,Senior,High,36250
Mumbai,Goa,Flight,Hostel,Vegetarian,Relaxation,Pilgrimage,3,Winter,March,5,1458,Religious Sites,Hotel Membership,Medium,7331,12401,3908,7342,Senior,Low,5255
Kolkata,Varanasi,Flight,Resort,Vegetarian,Shopping,Work,13,Summer,August,6,1554,Beaches,Hotel Membership,Low,3709,5129,1748,9272,Senior,Middle,48228
Kolkata,Varanasi,Car,Resort,Vegetarian,Sightseeing,Adventure,7,Winter,November,2,1608,Adventure Sports,Hotel Membership,Low,13881,13151,2935,1429,Youth,Middle,42824
Delhi,Jaipur,Car,Homestay,Budget Meals,Sightseeing,Pilgrimage,9,Monsoon,November,3,2497,Shopping,Hotel Membership,High,3628,9058,2889,783,Youth,Low,41908
Delhi,Shimla,Train,Hostel,Vegetarian,Shopping,Leisure,13,Winter,August,4,725,Historical Sites,Travel Discounts,High,1690,10848,2322,4690,Youth,Low,10866
Mumbai,Goa,Train,Homestay,Vegetarian,Relaxation,Pilgrimage,10,Autumn,April,3,502,Beaches,Airline Miles,Medium,2631,7944,3696,1625,Senior,Middle,34855
Kolkata,Varanasi,Bus,Resort,Local Cuisine,Trekking,Pilgrimage,5,Monsoon,April,3,1375,Adventure Sports,Travel Discounts,Medium,4930,18943,4539,2583,Adult,Low,26032
Mumbai,Goa,Bus,Resort,Vegetarian,Cultural Events,Pilgrimage,13,Monsoon,December,2,1535,Wildlife,Travel Discounts,Low,1798,4306,3173,6324,Youth,High,12788
Delhi,Jaipur,Flight,Resort,Non-Vegetarian,Relaxation,Pilgrimage,11,Monsoon,June,1,2620,Wildlife,None,Medium,7732,17461,1004,9556,Adult,Middle,23893
Delhi,Jaipur,Train,Homestay,Vegetarian,Shopping,Leisure,11,Monsoon,January,2,1925,Adventure Sports,None,High,10658,12126,668,4436,Senior,Low,20543
Kolkata,Kolkata,Train,Resort,Non-Vegetarian,Shopping,Leisure,5,Winter,May,3,1270,Religious Sites,Hotel Membership,Low,4489,1674,3965,7230,Adult,Low,11725
Mumbai,Mumbai,Flight,Resort,Budget Meals,Sightseeing,Pilgrimage,14,Autumn,April,6,2405,Adventure Sports,Airline Miles,High,2320,7934,1104,3048,Senior,Low,26183
Mumbai,Goa,Flight,Hotel,Vegetarian,Trekking,Adventure,10,Winter,January,4,2095,Wildlife,Travel Discounts,Low,11826,17615,2944,3775,Youth,Low,17528
Kolkata,Kolkata,Bus,Hotel,Non-Vegetarian,Trekking,Leisure,13,Summer,May,5,232,Historical Sites,Hotel Membership,Low,9465,18077,2672,8338,Senior,Low,16791
Delhi,Jaipur,Bus,Hostel,Local Cuisine,Trekking,Adventure,5,Winter,February,3,1000,Wildlife,Airline Miles,High,1578,6321,589,2329,Senior,High,29085
Delhi,Rajasthan,Car,Resort,Vegetarian,Sightseeing,Adventure,6,Monsoon,December,3,1538,Adventure Sports,Travel Discounts,Medium,3608,13654,3934,2770,Adult,Middle,38259
Delhi,Delhi,Car,Resort,Budget Meals,Sightseeing,Pilgrimage,13,Winter,September,1,268,Adventure Sports,Travel Discounts,Low,10709,12767,3814,4856,Youth,Middle,10884
Delhi,Rajasthan,Car,Homestay,Non-Vegetarian,Sightseeing,Adventure,10,Winter,June,2,1859,Religious Sites,Travel Discounts,Medium,4137,11072,4978,9565,Senior,Low,43284
Bangalore,Bangalore,Flight,Hotel,Vegetarian,Sightseeing,Work,7,Winter,March,4,1943,Religious Sites,Travel Discounts,Medium,5847,10775,1410,2091,Youth,High,16597
Delhi,Jaipur,Bus,Homestay,Non-Vegetarian,Sightseeing,Adventure,14,Monsoon,November,2,368,Shopping,Airline Miles,Medium,2813,15308,1074,7341,Senior,Middle,16496
Bangalore,Bangalore,Flight,Hostel,Budget Meals,Trekking,Work,10,Winter,May,3,2693,Wildlife,None,Low,8808,2521,2316,8920,Youth,High,43957
Mumbai,Mumbai,Train,Homestay,Non-Vegetarian,Cultural Events,Leisure,7,Summer,May,3,1302,Shopping,Hotel Membership,Medium,14948,12083,1493,4586,Youth,Low,45306
Mumbai,Goa,Flight,Homestay,Non-Vegetarian,Trekking,Leisure,13,Monsoon,October,3,2264,Beaches,Airline Miles,High,4885,13171,1328,1671,Youth,High,39808
Bangalore,Bangalore,Bus,Hostel,Non-Vegetarian,Shopping,Pilgrimage,12,Monsoon,August,1,906,Religious Sites,Airline Miles,Medium,8697,2764,4439,3580,Youth,High,49718
Bangalore,Kerala,Bus,Hotel,Local Cuisine,Trekking,Work,10,Monsoon,December,3,2837,Shopping,None,Medium,6549,9592,4659,7963,Adult,Middle,28468
Kolkata,Varanasi,Flight,Homestay,Vegetarian,Cultural Events,Adventure,15,Winter,August,2,2334,Beaches,None,High,5980,16850,1811,3343,Senior,Low,28144
Bangalore,Bangalore,Bus,Homestay,Non-Vegetarian,Sightseeing,Adventure,14,Autumn,May,3,453,Adventure Sports,Airline Miles,Low,14239,1444,2738,3113,Youth,Middle,25799
Bangalore,Bangalore,Car,Hotel,Vegetarian,Relaxation,Adventure,12,Autumn,June,6,2409,Historical Sites,None,Medium,5274,4944,3959,8462,Youth,Middle,40516
